Stkcd,Stknme,Listdt,Cuntrycd,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
819,岳阳兴长,1997-06-25,10,岳阳兴长石化股份有限公司,"Yueyang Xingchang Petro-Chemical Co., Ltd.",5,工业,C41,石油加工及炼焦业,C25,石油加工、炼焦及核燃料加工业,1990-02-14,湖南省,430000,岳阳市,430600,国营或国有控股,P0301,1997-06-25,CNY,0.0000,1.0000,CNY,200,CNY,1992-12-01,1.000,2,A,,2024-01-15,,4
820,神雾节能,1998-06-30,10,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",5,工业,B07,有色金属矿采选业,C42,废弃资源综合利用业,1993-04-02,江西省,360000,南昌市,360100,私营企业,P0306,1998-06-30,CNY,3.2900,4.2900,CNY,45000,CNY,1998-05-11,1.000,2,A,,2024-01-15,,4
821,京山轻机,1998-06-26,10,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1993-03-30,湖北省,420000,荆门市,420800,私营企业,P0306,1998-06-26,CNY,6.6400,7.6400,CNY,55000,CNY,1998-05-11,1.000,2,A,,2024-01-15,,4
822,山东海化,1998-07-03,10,山东海化股份有限公司,"Shandong Haihua Company Limited",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1998-06-04,山东省,370000,潍坊市,370700,国营或国有控股,P0301,1998-07-03,CNY,4.2300,5.2300,CNY,120000,CNY,1998-05-18,1.000,2,A,,2024-01-15,,4
823,超声电子,1997-10-08,10,广东汕头超声电子股份有限公司,"Guangdong Goworld Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1997-09-05,广东省,440000,汕头市,440500,国营或国有控股,P0301,1997-10-08,CNY,3.9700,4.9700,CNY,65000,CNY,1997-08-25,1.000,2,A,,2024-01-15,,4
825,太钢不锈,1998-10-21,10,山西太钢不锈钢股份有限公司,"Shanxi Taigang Stainless Steel Co., Ltd.",5,工业,C65,黑色金属冶炼及压延加工业,C31,黑色金属冶炼及压延加工业,1998-06-11,山西省,140000,太原市,140100,国营或国有控股,P0301,1998-10-21,CNY,3.3200,4.3200,CNY,250000,CNY,1998-05-25,1.000,2,A,,2024-01-15,,4
826,启迪环境,1998-02-25,10,启迪环境科技发展股份有限公司,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,1993-10-11,湖北省,420000,宜昌市,420500,私营企业,P0306,1998-02-25,CNY,4.9900,5.9900,CNY,35000,CNY,1998-01-15,1.000,2,A,,2024-01-15,,4
827,"*ST 长兴",1998-10-16,10,大连长兴实业股份有限公司,"Dalian Changxing Industrial Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1989-01-29,辽宁省,210000,大连市,210200,私营企业,P0306,1998-10-16,CNY,0.9600,1.9600,CNY,8600,CNY,1993-11-12,1.000,2,D,,2005-09-21,,4
828,东莞控股,1997-06-17,10,东莞发展控股股份有限公司,"Dongguan Development (Holdings) Co., Ltd.",2,公用事业,F03,公路运输业,G54,道路运输业,1988-12-26,广东省,440000,东莞市,441900,国营或国有控股,P0301,1997-06-17,CNY,6.7500,7.7500,CNY,120000,CNY,1997-05-20,1.000,2,A,,2024-01-15,,4
829,天音控股,1997-12-02,10,天音通信控股股份有限公司,"Telling Telecommunication Holding Co., Ltd.",6,商业,H,批发和零售贸易,F51,批发业,1997-11-07,江西省,360000,赣州市,360700,国营或国有控股,P0301,1997-12-02,CNY,4.0000,5.0000,CNY,25000,CNY,1997-10-14,1.000,2,A,,2024-01-15,,4
830,鲁西化工,1998-08-07,10,鲁西化工集团股份有限公司,"Luxi Chemical Group Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1998-06-11,山东省,370000,聊城市,371500,国营或国有控股,P0301,1998-08-07,CNY,5.5800,6.5800,CNY,50000,CNY,1998-05-25,1.000,2,A,,2024-01-15,,4
831,中国稀土,1998-09-11,10,中国稀土集团资源科技股份有限公司,"China Real Earth Resources and Technology Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1998-06-17,江西省,360000,赣州市,360700,私营企业,P0306,1998-09-11,CNY,3.0300,4.0300,CNY,75000,CNY,1998-06-01,1.000,2,A,,2024-01-15,,4
832,"*ST 龙涤",1998-08-25,10,黑龙江龙涤股份有限公司,"Heilongjiang Longdi Co., Ltd.",5,工业,C47,化学纤维制造业,C28,化学纤维制造业,1993-05-26,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1998-08-25,CNY,4.7700,5.7700,CNY,60000,CNY,1998-06-01,1.000,2,D,,2006-06-29,,4
833,粤桂股份,1998-11-11,10,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",4,综合,M,综合类,S90,综合,1993-08-18,广西壮族自治区,450000,贵港市,450800,国营或国有控股,P0301,1998-11-11,CNY,3.1000,4.1000,CNY,80000,CNY,1998-08-14,1.000,2,A,,2024-01-15,,4
835,长动退,1999-06-25,10,长城国际动漫游戏股份有限公司,"Great Wall International ACG Co., Ltd.",2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,1994-01-19,四川省,510000,成都市,510100,私营企业,P0306,1999-06-25,CNY,4.1300,5.1300,CNY,13500,CNY,1998-06-08,1.000,2,D,,2022-05-23,,4
836,富通信息,1997-09-29,10,天津富通信息科技股份有限公司,"Tianjin Futong Information Science and Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1997-09-16,天津市,120000,天津市,120000,私营企业,P0306,1997-09-29,CNY,4.0400,5.0400,CNY,30000,CNY,1997-08-28,1.000,2,A,,2024-01-15,,4
837,秦川机床,1998-09-28,10,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1998-07-10,陕西省,610000,宝鸡市,610300,国营或国有控股,P0301,1998-09-28,CNY,2.7400,3.7400,CNY,55000,CNY,1998-06-08,1.000,2,A,,2024-01-15,,4
838,财信发展,1997-06-26,10,财信地产发展集团股份有限公司,"CASIN Real Estate Development Group Co.,Ltd.",3,房地产,J,房地产业,K70,房地产业,1989-04-10,重庆市,500000,重庆市,500000,私营企业,P0306,1997-06-26,CNY,0.0000,1.0000,CNY,16500,CNY,1993-01-01,1.000,2,A,,2024-01-15,,4
839,"ST 国安",1997-10-31,10,中信国安信息产业股份有限公司,"CITIC Guoan Information Industry Co., Ltd.",2,公用事业,G85,通信服务业,I63,电信、广播电视和卫星传输服务,1997-10-14,北京市,110000,北京市,110000,国营或国有控股,P0301,1997-10-31,CNY,6.0900,7.0900,CNY,50000,CNY,1997-09-22,1.000,2,A,,2024-01-15,,4
848,承德露露,1997-11-13,10,承德露露股份公司,"Cheng De Lolo Company Limited",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1997-10-17,河北省,130000,承德市,130800,私营企业,P0306,1997-11-13,CNY,4.5200,5.5200,CNY,35000,CNY,1997-09-24,1.000,2,A,,2024-01-15,,4
850,华茂股份,1998-10-07,10,安徽华茂纺织股份有限公司,"Anhui Huamao Textile Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,1998-07-10,安徽省,340000,安庆市,340800,国营或国有控股,P0301,1998-10-07,CNY,3.3300,4.3300,CNY,50000,CNY,1998-06-22,1.000,2,A,,2024-01-15,,4
851,高鸿股份,1998-06-09,10,大唐高鸿网络股份有限公司,"Gohigh Networks Co., Ltd.",6,商业,H11,零售业,F52,零售业,1994-01-20,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,1998-06-09,CNY,2.6300,3.6300,CNY,45000,CNY,1998-04-27,1.000,2,A,,2024-01-15,,4
852,石化机械,1998-11-26,10,中石化石油机械股份有限公司,"Sinopec Oilfield Equipment Corporation",5,工业,C73,专用设备制造业,C35,专用设备制造业,1998-09-28,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1998-11-26,CNY,3.7500,4.7500,CNY,50000,CNY,1998-09-10,1.000,2,A,,2024-01-15,,4
856,冀东装备,1998-08-13,10,唐山冀东装备工程股份有限公司,"Tangshan Jidong Equipment & Engineering Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1998-06-16,河北省,130000,唐山市,130200,国营或国有控股,P0301,1998-08-13,CNY,2.5800,3.5800,CNY,50000,CNY,1998-05-18,1.000,2,A,,2024-01-15,,4
858,五粮液,1998-04-27,10,宜宾五粮液股份有限公司,"Wuliangye Yibin Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1998-04-21,四川省,510000,宜宾市,511500,国营或国有控股,P0301,1998-04-27,CNY,13.7700,14.7700,CNY,80000,CNY,1998-03-27,1.000,2,A,,2024-01-15,,4
859,国风新材,1998-11-19,10,安徽国风新材料股份有限公司,"Anhui Guofeng New Materials Co., Ltd.",5,工业,C4,石油、化学、塑胶、塑料,C29,橡胶和塑料制品业,1998-09-23,安徽省,340000,合肥市,340100,国营或国有控股,P0301,1998-11-19,CNY,3.8500,4.8500,CNY,60000,CNY,1998-08-27,1.000,2,A,,2024-01-15,,4
860,顺鑫农业,1998-11-04,10,北京顺鑫农业股份有限公司,"Beijing Shunxin Agriculture Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1998-09-21,北京市,110000,北京市,110000,国营或国有控股,P0301,1998-11-04,CNY,4.9000,5.9000,CNY,70000,CNY,1998-09-03,1.000,2,A,,2024-01-15,,4
861,海印股份,1998-10-28,10,广东海印集团股份有限公司,"Guangdong Highsun Group Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,1998-07-10,广东省,440000,广州市,440100,私营企业,P0306,1998-10-28,CNY,4.1900,5.1900,CNY,12500,CNY,1998-06-25,1.000,2,A,,2024-01-15,,4
862,银星能源,1998-09-15,10,宁夏银星能源股份有限公司,"Ningxia Yinxing Energy Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1998-06-28,宁夏回族自治区,640000,银川市,640100,国营或国有控股,P0301,1998-09-15,CNY,3.8700,4.8700,CNY,60000,CNY,1998-06-15,1.000,2,A,,2024-01-15,,4
863,三湘印象,1997-09-25,10,三湘印象股份有限公司,"Sanxiang Impression Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1997-09-11,上海市,310000,上海市,310000,私营企业,P0306,1997-09-25,CNY,4.8000,5.8000,CNY,13000,CNY,1997-08-26,1.000,2,A,,2024-01-15,,4
866,扬子退市,1998-05-12,10,中国石化扬子石油化工股份有限公司,"Sinopec Yangzi Petrochemical Co., Ltd.",5,工业,C41,石油加工及炼焦业,C25,石油加工、炼焦及核燃料加工业,1998-04-24,江苏省,320000,南京市,320100,国营或国有控股,P0301,1998-05-12,CNY,3.2000,4.2000,CNY,350000,CNY,1998-04-02,1.000,2,D,,2006-04-21,,4
868,安凯客车,1997-07-25,10,安徽安凯汽车股份有限公司,"Anhui Ankai Automobile Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,1997-07-22,安徽省,340000,合肥市,340100,国营或国有控股,P0301,1997-07-25,CNY,4.6900,5.6900,CNY,60000,CNY,1997-07-07,1.000,2,A,,2024-01-15,,4
869,张裕A,2000-10-26,10,烟台张裕葡萄酿酒股份有限公司,"Yantai Changyu Pioneer Wine Co., Ltd.",5,工业,C05,饮料制造业,C15,酒、饮料和精制茶制造业,1997-09-18,山东省,370000,烟台市,370600,其他,P0399,2000-10-26,CNY,19.0000,20.0000,CNY,32000,CNY,2000-10-16,1.000,2,A,200869,2024-01-15,,4
875,吉电股份,2002-09-26,10,吉林电力股份有限公司,"Jilin Electric Power Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993-04-28,吉林省,220000,长春市,220100,国营或国有控股,P0301,2002-09-26,CNY,3.4400,4.4400,CNY,380000,CNY,2002-09-12,1.000,2,A,,2024-01-15,,4
876,新希望,1998-03-11,10,新希望六和股份有限公司,"New Hope Liuhe Co., Ltd.",5,工业,C01,食品加工业,C13,农副食品加工业,1998-03-04,四川省,510000,绵阳市,510700,私营企业,P0306,1998-03-11,CNY,5.9000,6.9000,CNY,40000,CNY,1998-02-12,1.000,2,A,,2024-01-15,,4
877,天山股份,1999-01-07,10,新疆天山水泥股份有限公司,"Xinjiang Tianshan Cement Co., Ltd.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,1998-11-18,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,1999-01-07,CNY,4.2900,5.2900,CNY,50000,CNY,1998-10-19,1.000,2,A,,2024-01-15,,4
878,云南铜业,1998-06-02,10,云南铜业股份有限公司,"Yunnan Copper Co., Ltd.",5,工业,C67,有色金属冶炼及压延加工业,C32,有色金属冶炼及压延加工业,1998-05-15,云南省,530000,昆明市,530100,国营或国有控股,P0301,1998-06-02,CNY,5.2600,6.2600,CNY,120000,CNY,1998-04-20,1.000,2,A,,2024-01-15,,4
880,潍柴重机,1998-04-02,10,潍柴重机股份有限公司,"Weichai Heavy Machinery Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,1998-03-23,山东省,370000,潍坊市,370700,国营或国有控股,P0301,1998-04-02,CNY,10.8700,11.8700,CNY,25000,CNY,1998-03-03,1.000,2,A,,2024-01-15,,4
881,中广核技,1998-09-02,10,中广核核技术发展股份有限公司,"CGN Nuclear Technology Development Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1993-04-17,辽宁省,210000,大连市,210200,国营或国有控股,P0301,1998-09-02,CNY,6.0000,7.0000,CNY,35000,CNY,1998-06-15,1.000,2,A,,2024-01-15,,4
882,华联股份,1998-06-16,10,北京华联商厦股份有限公司,"Beijing Hualian Department Store Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,1998-05-18,北京市,110000,北京市,110000,私营企业,P0306,1998-06-16,CNY,2.2000,3.2000,CNY,45000,CNY,1998-05-04,1.000,2,A,,2024-01-15,,4
883,湖北能源,1998-05-19,10,湖北能源集团股份有限公司,"Hubei Energy Group Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1998-04-28,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1998-05-19,CNY,5.3800,6.3800,CNY,50000,CNY,1998-04-20,1.000,2,A,,2024-01-15,,4
885,城发环境,1999-03-19,10,城发环境股份有限公司,"Henan City Development Environment CO.,Ltd.",2,公用事业,F03,公路运输业,G54,道路运输业,1998-12-31,河南省,410000,郑州市,410100,国营或国有控股,P0301,1999-03-19,CNY,6.0800,7.0800,CNY,60000,CNY,1998-12-02,1.000,2,A,,2024-01-15,,4
886,海南高速,1998-01-23,10,海南高速公路股份有限公司,"Hainan Expressway Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1997-12-11,海南省,460000,海口市,460100,国营或国有控股,P0301,1998-01-23,CNY,4.9200,5.9200,CNY,77000,CNY,1997-12-01,1.000,2,A,,2024-01-15,,4
887,中鼎股份,1998-12-03,10,安徽中鼎密封件股份有限公司,"Anhui Zhongding Sealing Parts Co., Ltd.",5,工业,C4,石油、化学、塑胶、塑料,C29,橡胶和塑料制品业,1998-10-23,安徽省,340000,宣城市,341800,私营企业,P0306,1998-12-03,CNY,5.6800,6.6800,CNY,40000,CNY,1998-09-22,1.000,2,A,,2024-01-15,,4
888,峨眉山A,1997-10-21,10,峨眉山旅游股份有限公司,"Emei Shan Tourism Co., Ltd.",2,公用事业,K01,公共设施服务业,N78,公共设施管理业,1997-10-09,四川省,510000,峨眉山市,511181,国营或国有控股,P0301,1997-10-21,CNY,5.7600,6.7600,CNY,40000,CNY,1997-09-18,1.000,2,A,,2024-01-15,,4
889,"ST 中嘉",1997-12-18,10,中嘉博创信息技术股份有限公司,"ZJBC Information Technology Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1997-05-16,河北省,130000,秦皇岛市,130300,外商独资,P0304,1997-12-18,CNY,2.7800,3.7800,CNY,30000,CNY,1997-10-30,1.000,2,A,,2024-01-15,,4
890,法尔胜,1999-01-19,10,江苏法尔胜股份有限公司,"Jiangsu Fasten Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,1993-06-30,江苏省,320000,江阴市,320281,私营企业,P0306,1999-01-19,CNY,5.4000,6.4000,CNY,60000,CNY,1998-11-02,1.000,2,A,,2024-01-15,,4
